time,T0,T1,T2,T3,H0
423.378792,40.84,28.61,27.98,29.07,58.0
424.396724,41.02,28.52,28.25,29.07,51.0
425.415564,41.9,28.61,28.16,29.07,42.0
426.431876,41.37,28.52,28.16,29.07,50.0
427.44804,42.25,28.61,28.16,29.07,39.0
428.465704,41.19,28.61,28.07,29.07,52.0
429.48042,41.55,28.89,28.16,29.07,38.0
430.499772,41.37,28.61,28.16,28.98,50.0
431.515544,41.02,28.52,28.07,29.07,56.0
432.534236,40.48,28.61,28.16,29.07,56.0
433.552548,41.55,28.61,28.25,29.07,43.0
434.5711,42.07,28.61,28.16,29.07,40.0
435.5883,41.37,28.52,28.16,29.07,50.0
436.604504,40.84,28.52,28.07,29.07,57.0
437.623136,41.02,28.61,28.16,29.07,51.0
438.638792,41.37,28.61,28.25,29.07,45.0
439.655908,42.07,28.61,28.16,29.16,38.0
440.673592,41.37,28.61,28.16,29.07,47.0
441.68666,41.02,28.71,28.16,29.16,46.0
442.702656,39.94,28.61,28.16,29.34,54.0
443.720928,41.9,28.61,28.16,29.07,42.0
444.737264,41.37,28.52,28.07,29.25,47.0
445.751936,41.19,28.61,28.16,29.07,49.0
446.76626,41.9,28.61,28.16,29.07,42.0
447.782624,41.37,28.71,28.16,29.16,42.0
448.79654,41.02,28.61,28.16,29.07,50.0
449.814392,41.19,28.61,28.16,29.16,46.0
450.829412,40.84,28.61,28.16,28.98,55.0
451.847964,40.66,28.71,28.16,29.16,49.0
452.8655,40.48,28.61,28.16,29.07,56.0
453.8838,40.84,28.61,28.07,29.16,52.0
454.902168,40.84,28.61,28.16,29.16,50.0
455.921824,40.84,28.52,28.16,29.16,52.0
456.941124,39.94,28.52,28.07,29.16,64.0
457.95864,41.02,28.71,28.16,29.16,46.0
458.974648,41.19,28.52,28.16,29.16,49.0
459.989976,40.12,28.61,28.25,29.16,55.0
461.009892,41.02,28.61,28.16,29.07,51.0
462.025616,41.19,28.52,28.07,29.16,51.0
463.039888,40.3,28.61,28.25,29.16,53.0
464.06082,39.76,28.61,28.16,29.07,63.0
465.077236,40.3,28.61,28.16,29.07,58.0
466.096348,40.84,28.71,28.25,29.16,45.0
467.115116,40.66,28.52,28.25,28.98,57.0
468.135672,40.66,28.61,28.16,29.16,52.0
469.154936,40.66,28.61,28.16,29.16,52.0
470.174204,41.19,28.61,28.25,29.16,44.0
471.190524,40.3,28.71,28.25,29.16,51.0
472.20892,41.37,28.61,28.16,29.16,45.0
473.224008,40.3,28.61,28.25,29.07,56.0
474.24556,39.94,28.52,27.89,29.16,69.0
475.263808,40.84,28.61,28.16,29.07,53.0
476.281824,40.66,28.8,28.25,29.16,45.0
477.30172,40.3,28.61,28.25,29.07,56.0
478.32328,41.02,28.43,28.25,29.25,49.0
479.34406,40.84,28.71,28.16,29.34,43.0
480.358792,40.66,28.61,28.25,29.25,47.0
481.379172,40.84,28.71,28.16,29.07,50.0
482.397976,40.3,28.61,28.25,29.16,53.0
483.418896,40.12,28.61,28.25,29.07,58.0
484.438976,40.84,28.71,27.98,29.07,55.0
485.455336,42.25,28.71,28.34,29.16,29.0
486.470628,42.25,28.61,28.25,29.34,29.0
487.488668,42.25,28.8,28.07,29.16,33.0
488.509612,41.37,28.61,27.98,29.16,49.0
489.52232,40.84,28.52,28.16,29.07,55.0
490.541364,41.19,28.89,28.07,29.16,41.0
491.557104,40.84,28.61,28.25,29.16,47.0
492.575792,40.84,28.61,28.25,29.16,47.0
493.5945,41.55,28.71,28.25,29.07,40.0
494.613748,40.66,28.71,28.25,29.16,47.0
495.631416,41.02,28.61,28.16,29.16,48.0
496.648696,39.76,28.61,28.16,29.16,60.0
497.666716,40.3,28.71,28.25,29.16,50.0
498.687188,40.48,28.61,28.16,29.16,53.0
499.7058,40.48,28.71,28.25,29.16,48.0
500.724584,39.94,28.61,28.25,29.53,47.0
501.74332,40.84,28.61,28.16,29.16,50.0
502.763008,41.19,28.61,28.16,29.07,49.0
503.777384,40.3,28.61,28.25,29.16,53.0
504.798332,39.94,28.61,28.25,29.07,59.0
505.818492,40.66,28.61,28.25,29.16,49.0
506.838728,40.3,28.71,28.16,29.34,48.0
507.854548,40.66,28.61,28.16,29.16,52.0
508.873824,41.19,28.61,28.25,29.07,46.0
509.890896,40.84,28.61,28.25,29.16,47.0
510.909652,39.94,28.52,28.16,29.16,61.0
511.926592,40.48,28.71,28.25,29.25,46.0
512.944164,41.37,28.71,28.16,29.16,42.0
513.95802,40.48,28.89,28.25,29.16,44.0
514.977396,39.57,28.61,28.25,29.25,58.0
515.998292,40.48,28.52,28.25,29.16,53.0
517.019884,39.57,28.71,28.25,29.16,58.0
518.037996,41.55,28.71,28.25,29.16,38.0
519.05558,39.94,28.71,28.25,29.07,56.0
520.07558,40.84,28.61,28.16,29.07,52.0
521.093872,39.94,28.52,28.25,29.25,56.0
522.11684,40.66,28.61,28.16,29.16,52.0
523.1361,39.94,28.52,28.25,29.25,57.0
524.157876,39.57,28.61,28.25,29.16,60.0
525.17782,40.48,28.71,28.25,29.16,49.0
526.196368,40.84,28.61,28.16,29.16,50.0
527.216016,41.55,28.71,28.16,29.16,41.0
528.230328,40.3,28.71,27.98,29.16,58.0
529.246072,40.84,28.61,28.16,29.16,50.0
530.265708,40.48,28.71,28.16,29.25,49.0
531.284316,40.66,28.61,28.25,29.16,49.0
532.304564,41.19,28.71,28.25,29.16,42.0
533.319892,41.02,28.89,28.34,29.16,36.0
534.338652,40.3,28.71,28.25,29.16,50.0
535.35914,40.12,28.71,28.16,29.16,55.0
536.376136,40.12,28.61,28.34,29.16,52.0
537.394608,40.3,28.61,28.25,29.16,53.0
538.41558,40.12,28.61,28.16,29.16,57.0
539.432152,39.94,28.71,28.07,29.16,59.0
540.449788,40.12,28.71,28.25,29.16,52.0
541.468012,39.2,28.71,28.16,29.25,62.0
542.48746,40.3,28.61,28.34,29.25,48.0
543.506056,42.59,28.61,28.71,29.43,11.0
544.521012,40.84,28.52,28.25,29.16,50.0
545.543584,40.12,28.71,28.16,29.16,55.0
546.560576,40.66,28.71,28.25,29.16,47.0
547.578228,40.12,28.71,28.16,29.16,55.0
548.595276,40.48,28.61,28.52,29.25,41.0
549.614588,40.48,28.71,28.25,29.07,51.0
550.633844,41.72,28.71,28.25,29.16,36.0
551.649524,40.3,28.8,28.25,29.16,48.0
552.669604,40.3,28.61,28.07,29.16,57.0
553.687252,40.66,28.71,28.43,29.25,39.0
554.706288,40.84,28.71,28.16,29.25,45.0
555.725,40.12,28.61,28.25,29.25,52.0
556.74598,40.3,28.8,28.16,29.25,48.0
557.766052,40.66,28.71,28.25,29.16,47.0
558.783708,40.48,28.8,28.25,29.16,46.0
559.80302,40.3,28.71,28.16,29.34,48.0
560.81878,39.57,28.71,28.16,29.25,57.0
561.835404,40.66,28.71,28.52,29.16,39.0
562.853776,39.76,28.71,28.16,29.25,55.0
563.871816,39.57,28.43,28.52,29.25,55.0
